LEMMA	FREQ
جذر	1
جرح	1
جرم	1
جرى	1
جريان	1
جزار	1
جزيرة	1
جسدي	1
جلال	1
جلمود	1
جلود	1
جلون	1
جمر	1
جمهور	1
جمهوري	1
جنوبي	1
جنون	1
جور	1
جولة	1
جوي	1
جيني	1
حاجز	1
حاد	1
حادي	1
حارة	1
حارث	1
حارس	1
حاسب	1
حاصل	1
حاضر	1
حافة	1
حافلة	1
حام	1
حامل	1
حامي	1
حان	1
حبس	1
حبشي	1
حبيبة	1
حج	1
حداثة	1
حدة	1
حدق	1
حذاء	1
حراسة	1
حرثان	1
حرج	1
حرس	1
حرطاني	1
حرك	1
حرم	1
حري	1
حسبما	1
حسنة	1
حصة	1
حصد	1
حضر	1
حضرموت	1
حقق	1
حكاية	1
حكومي	1
حلاق	1
حماسة	1
حمض	1
حنين	1
حوقل	1
حيالها	1
حيز	1
حينما	1
خائن	1
خارطة	1
خاضع	1
خاط	1
خاطئ	1
خاطر	1
خالف	1
خانة	1
خبير	1
خجل	1
خرق	1
خزان	1
خسر	1
خص	1
خصوص	1
خصيم	1
خضوع	1
خفف	1
خفي	1
خلاصة	1
خلالها	1
خلدون	1
خلقة	1
خلقي	1
خلل	1
خمسيني	1
خنزير	1
خوف	1
خياط	1
خيانة	1
دائرة	1
دارج	1
داعي	1
دافع	1
داكن	1
دام	1
دامغ	1
دراسة	1
دراما	1
درج	1
درك	1
درهم	1
دستور	1
دشن	1
دعابة	1
دعوى	1
دعيت	1
دفاع	1
دقيقة	1
دكتور	1
دل	1
دم	1
دمر	1
دنيء	1
دنيا	1
دهر	1
دوران	1
دوسه	1
ديسمبر	1
ديمغرافيه	1
ديموقراطي	1
ديناميات	1
ذر	1
ذرية	1
ذريعة	1
ذنب	1
ذهن	1
ذوات	1
ذيوع	1
رأس	1
رؤى	1
راب	1
راحة	1
رافض	1
راهن	1
راود	1
رباح	1
ربوة	1
ربيع	1
رجا	1
رجالي	1
رحب	1
رسام	1
رسته	1
رسم	1
رصد	1
رقعة	1
ركبة	1
ركع	1
ركود	1
رمزي	1
رهاب	1
رهبة	1
رهيب	1
رواندا	1
رواية	1
روحي	1
روم	1
رويترز	1
ريا	1
ريح	1
زاد	1
زجاج	1
زخم	1
زراع	1
زرقاوين	1
زكاة	1
زكريا	1
زمان	1
زمني	1
زهراء	1
زهرية	1
زول	1
زيجة	1
زين	1
سائح	1
ساحة	1
ساحل	1
ساخر	1
ساذكركم	1
سارق	1
ساعد	1
ساعي	1
سام	1
سامي	1
ساهم	1
سبتمبر	1
سبعين	1
سبعيني	1
سبق	1
سبل	1
ستارة	1
ستيفن	1
سجية	1
سحر	1
سحنة	1
سخف	1
سخيف	1
سرد	1
سرعان	1
سرق	1
سعادة	1
سقط	1
سكاني	1
سكن	1
سلالة	1
سلط	1
سلطان	1
سلطنة	1
سلى	1
سليلة	1
سليمان	1
سماح	1
سمار	1
سمة	1
سمي	1
سنتجه	1
سند	1
سهام	1
سوء	1
سوداني	1
سوف	1
سوى	1
سوي	1
سويد	1
سياحي	1
سيدة	1
سيرافي	1
سيشكل	1
سيطر	1
سيطرة	1
سيق	1
سينما	1
شارك	1
شاسع	1
شاعر	1
شامل	1
شب	1
شبح	1
شبكة	1
شتراوس	1
شتم	1
شتيمة	1
شجار	1
شجاعة	1
شجعت	1
شد	1
شدد	1
شراء	1
شرح	1
شرك	1
شريحة	1
شعبويه	1
شعبية	1
شقاق	1
شكري	1
شكوى	1
شمسي	1
شمل	1
شهادة	1
شهامة	1
شهرة	1
شهواني	1
شهير	1
شيخ	1
صابون	1
صاح	1
صاغ	1
صافي	1
صانع	1
صباح	1
صبي	1
صح	1
صحافة	1
صحي	1
صحية	1
صدام	1
صدق	1
صدمت	1
صدور	1
صديق	1
صراحة	1
صرف	1
صعيد	1
صفيح	1
صقلبي	1
صلح	1
صلى	1
صوتي	1
صور	1
صوفيا	1
صيانة	1
صيف	1
صين	1
ضاحية	1
ضبط	1
ضجة	1
ضخامة	1
ضخم	1
ضدهم	1
ضدين	1
ضروب	1
ضروري	1
ضعة	1
ضغوط	1
ضم	1
ضمير	1
ضيع	1
طائفي	1
طائل	1
طابع	1
طالع	1
طاهر	1
طباعة	1
طبري	1
طبعة	1
طرب	1
طعن	1
طلى	1
طواعية	1
طوسي	1
طول	1
طيران	1
ظالم	1
ظرف	1
ع	1
عاتي	1
عاجز	1
عاري	1
عاشر	1
عاطفة	1
عاق	1
عال	1
عالي	1
عامة	1
عامية	1
عايش	1
عبوت	1
عتق	1
عجب	1
عجم	1
عجيبة	1
عراقي	1
عرس	1
عرقل	1
عرقيات	1
عروبة	1
عريض	1
عزا	1
عزم	1
عزى	1
عزيز	1
عسكري	1
عشاء	1
عصرنه	1
عظم	1
عقاب	1
عقار	1
عقب	1
عقلي	1
عقلية	1
علا	1
علاج	1
علمي	1
علو	1
علوي	1
عليم	1
عمان	1
عمة	1
عنوان	1
عوف	1
عولمة	1
عيان	1
عيب	1
عيد	1
عيني	1
غارق	1
غاضب	1
غامر	1
غجري	1
غدر	1
غرائزهم	1
غرفة	1
غريزة	1
غزو	1
غضب	1
غفاري	1
غلاف	1
غمق	1
غني	1
غوريلا	1
غوص	1
غيدي	1
غيرت	1
فائدة	1
فاتح	1
فاتحة	1
فاتحون	1
فاتن	1
فاحص	1
فار	1
فاز	1
فاستغفروه	1
فاصلة	1
فاق	1
فانما	1
فانه	1
فانهم	1
فايسبوك	1
فتاة	1
فتستمر	1
فجر	1
فداحة	1
فرح	1
فرحة	1
فرس	1
فرصة	1
فرضيات	1
فرقة	1
فرنسا	1
فرنسي	1
فريضة	1
فساد	1
فضول	1
فعالية	1
فقيه	1
فكاهة	1
فلسفي	1
فلويد	1
فوقي	1
فوكو	1
فولكلور	1
فيلاليين	1
فيها	1
قارة	1
قارن	1
قاصر	1
قاضي	1
قالب	1
قامة	1
قاوم	1
قبالة	1
قبح	1
قبض	1
قبضة	1
قبول	1
قتبو	1
قتل	1
قديم	1
قر	1
قرابة	1
قرار	1
قرشي	1
قرصان	1
قرع	1
قرية	1
قزويني	1
قسوة	1
قصاص	1
قصة	1
قصر	1
قصور	1
قصير	1
قضائي	1
قضى	1
قطاع	1
قطعة	1
قفز	1
قلقشندي	1
قناة	1
قناعة	1
قواسم	1
قوقاز	1
قومية	1
قيادة	1
قيد	1
قيس	1
قيمي	1
كائن	1
كابتشينو	1
كاد	1
كاظم	1
كبيرة	1
كثافة	1
كثب	1
كرست	1
كريستال	1
كريه	1
كفل	1
كلامي	1
كلف	1
كمن	1
كناوه	1
كنية	1
كورونا	1
كولونيالي	1
كوميدي	1
كون	1
كيفما	1
كين	1
كينغ	1
لاإنساني	1
لاحظ	1
لاحق	1
لازم	1
لام	1
لامساواه	1
لامعرفه	1
لامعون	1
لانه	1
لاول	1
لباس	1
لبس	1
لحق	1
لحم	1
لحي	1
لدة	1
لسن	1
لعبة	1
لعل	1
لغي	1
لفظة	1
لقاء	1
للتحيز	1
للتنمر	1
للخائنين	1
للعنصريه	1
للمره	1
للمهمشين	1
للميسورين	1
لندن	1
لهجة	1
لهم	1
لواتي	1
لوم	1
لوند	1
ليؤدوا	1
ليحل	1
ليفي	1
ليلى	1
م	1
مأسوي	1
مؤته	1
مؤثر	1
مؤدى	1
مؤسسي	1
مؤلم	1
مؤيد	1
ماء	1
مات	1
ماثيو	1
ماجوج	1
مار	1
مانع	1
مبارك	1
مباشرة	1
مبتلى	1
مبني	1
متأكد	1
متابع	1
متاح	1
متجانس	1
متجذر	1
متداول	1
متدني	1
متراحم	1
متراكم	1
متزايد	1
متساند	1
متشيئه	1
متطرف	1
متعاون	1
متعفن	1
متعلق	1
متعلم	1
متفشي	1
متمثل	1
متمرد	1
متواتر	1
متواطئه	1
متوحش	1
متى	1
مثابة	1
مثلت	1
مثير	1
مجازي	1
مجاملة	1
مجنى	1
مجيب	1
محاضر	1
محاوي	1
محترقا	1
محتمل	1
محدث	1
محدود	1
محدودية	1
محرج	1
محرر	1
محرقة	1
محروم	1
محض	1
محطة	1
محفلي	1
محل	1
محموم	1
محور	1
محيط	1
مخلص	1
مدرك	1
مدفوع	1
مدلول	1
مدون	1
مذهبي	1
مذيع	1
مراجعة	1
مرارة	1
مراقب	1
مراقبة	1
مرتبط	1
مرددين	1
مرزبان	1
مرض	1
مرفهه	1
مرفوقه	1
مركز	1
مرنيسي	1
مرهق	1
مروع	1
مريض	1
مز	1
مزرع	1
مزعوم	1
مزود	1
مزيايه	1
مسؤولية	1
مستشفى	1
مستعبد	1
مستعد	1
مستعمر	1
مستعينين	1
مستمع	1
مستهلك	1
مسجل	1
مسعودي	1
مسكون	1
مسيحي	1
مشدد	1
مشرع	1
مشيخة	1
مشير	1
مشين	1
مصادقة	1
مصحف	1
مصلح	1
مصلحة	1
مضى	1
مطار	1
مطبخي	1
مطعم	1
مطلع	1
مطلق	1
مظلوم	1
معا	1
معاد	1
معادي	1
معاصر	1
معاقبة	1
معتاد	1
معتوق	1
معروف	1
معلن	1
معمور	1
معهم	1
معي	1
مغادرة	1
مغالاة	1
مغزى	1
مفاخرة	1
مفروض	1
مفضلين	1
مقام	1
مقبر	1
مقبول	1
مقترح	1
مقتل	1
مقدسي	1
مقرف	1
مقرون	1
مقززين	1
مقسمون	1
مقلى	1
مقيت	1
مكتب	1
مكتسب	1
مكرمة	1
مكنك	1
ملاح	1
ملامسة	1
ملتهب	1
ملح	1
ملوث	1
مما	1
مماثل	1
مماثلة	1
ممرض	1
ممنهج	1
ممنوع	1
مميز	1
مميزة	1
منا	1
منادى	1
مناقشة	1
منبع	1
منبوذ	1
منتشر	1
منتقد	1
منتمي	1
منتن	1
منجم	1
منحدر	1
مندلع	1
مندمج	1
منزوي	1
منظور	1
منفرد	1
منقسم	1
منهجي	1
منهك	1
منهم	1
منهن	1
منى	1
منين	1
مهاجمة	1
مهارة	1
مهمش	1
مهني	1
مواصلة	1
موافقة	1
موالاة	1
موج	1
موزع	1
موسيقى	1
موضع	1
موعد	1
مولاي	1
ميشيل	1
ميلادي	1
ناريمان	1
نازي	1
ناصع	1
ناقص	1
ناموس	1
ناهض	1
ناهيك	1
نبوي	1
نتجرد	1
نتجه	1
نخل	1
نخوة	1
ندوة	1
نديم	1
نزعة	1
نزه	1
نسرين	1
نسميه	1
نسوة	1
نصير	1
نضال	1
نضج	1
نظري	1
نظم	1
نظير	1
نظيرة	1
نغير	1
نف	1
نفا	1
نفذ	1
نفقة	1
نفى	1
نقاء	1
نقر	1
نقص	1
نقل	1
نقي	1
نقيض	1
نمط	1
نموذجي	1
نهائي	1
نهج	1
نهي	1
نوم	1
نووي	1
نويري	1
ني	1
هائم	1
هدم	1
هرم	1
هزلي	1
هما	1
همج	1
همجية	1
همز	1
هندي	1
هوى	1
وئام	1
واحة	1
واستعمركم	1
واصفنتك	1
واصل	1
واعي	1
وافق	1
واكد	1
والتجمعات	1
والتحضر	1
والتر	1
والد	1
والفنيه	1
والمتمثله	1
والمستمر	1
وانما	1
وبخاصه	1
وتؤكد	1
وتتجلي	1
وتتمني	1
وتتنصل	1
وتجمعات	1
وتشرف	1
وتصر	1
وتكرر	1
وتوزع	1
وثلاثا	1
وجاهة	1
وجوب	1
وحركوا	1
وداع	1
ودع	1
وراثي	1
ورى	1
وسخ	1
وسط	1
وشك	1
وضح	1
وضيع	1
وطأة	1
وعير	1
وغد	1
وفاء	1
وفر	1
وقوع	1
وقوف	1
وكانها	1
وكن	1
ولاء	1
ولادة	1
ولدت	1
ولي	1
وليد	1
ومسبباتها	1
ونسلط	1
وهمي	1
ويتحدد	1
ويتخطي	1
ويترفع	1
ويتضح	1
ويحرضون	1
ويدعون	1
ويسميهم	1
ويطلق	1
ويمارس	1
ويميزهم	1
يؤدون	1
يئس	1
ياجوج	1
ياسر	1
يبين	1
يتاسس	1
يتب	1
يتجسد	1
يتحول	1
يتسبب	1
يتشكل	1
يتصل	1
يتضح	1
يتضمن	1
يتعمد	1
يتفقون	1
يتقبل	1
يتمتعون	1
يتميز	1
يتميزون	1
يتولي	1
يتيم	1
يحتل	1
يحدد	1
يخص	1
يخطف	1
يخل	1
يدفن	1
يدل	1
يركز	1
يستحق	1
يسخر	1
يسهل	1
يصلون	1
يضر	1
يطلب	1
يعاقب	1
يعد	1
يعرض	1
يعلنون	1
يفضل	1
يقر	1
يكن	1
يكونوا	1
يمكن	1
يمنين	1
يميز	1
ين	1
يناير	1
ينعتون	1
يهودي	1
يوجهه	1
يوليو	1
